symbol	tier	n_sources	sources	has_strong_assertion	in_mitotic_panel	assertions
TAF8	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TAF8-related neurodevelopmental disorder ()
TAFAZZIN	1	2	ClinGen,gene2phenotype	yes	no	Barth syndrome (Definitive) | TAFAZZIN-related Barth syndrome ()
TANC2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TANC2-related neurodevelopmental and psychiatric disorders () | intellectual developmental disorder with autistic features and language delay, with or without seizures (Definitive)
TANGO2	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TANGO2-related infancy-onset recurrent metabolic crises with encephalocardiomyopathy ()
TAOK1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TAOK1-related intellectual disability () | syndromic intellectual disability (Definitive)
TARDBP	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 1) | amyotrophic lateral sclerosis type 10 (Definitive)
TARS2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Leigh syndrome (Limited) | TARS2-related combined oxidative phosphorylation deficiency () | mitochondrial disease (Definitive)
TASP1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TASP1-related neurodevelopmental disorder ()
TAT	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TAT-related tyrosinemia () | tyrosinemia type II (Definitive)
TBC1D20	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TBC1D20-related Warburg micro syndrome ()
TBC1D23	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TBC1D23-related non-degenerative pontocerebellar hypoplasia ()
TBC1D24	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	DOORS syndrome (Definitive) | Intellectual disability (confidence 3) | TBC1D24-related DOORS syndrome () | TBC1D24-related myoclonic epilepsy, infantile, familial () | nonsyndromic genetic hearing loss (Limited)
TBC1D2B	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TBC1D2B-related neurodevelopmental disorder ()
TBC1D32	1	2	ClinGen,gene2phenotype	yes	no	TBC1D32-related ciliopathy () | ciliopathy (Definitive)
TBC1D8B	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 1) | nephrotic syndrome, type 20 (Moderate)
TBCD	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TBCD-related early-onset neurodegenerative encephalopathy () | early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome (Definitive)
TBCE	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TBCE-related early-onset progressive encephalopathy with distal spinal muscular atrophy () | TBCE-related hypoparathyroidism-retardation-dysmorphism syndrome () | encephalopathy, progressive, with amyotrophy and optic atrophy (Moderate)
TBCK	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TBCK-related severe infantile syndromic encephalopathy () | syndromic complex neurodevelopmental disorder (Definitive)
TBL1XR1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TBL1XR1-related Pierpont syndrome () | TBL1XR1-related intellectual disability with autism spectrum disorder () | complex neurodevelopmental disorder (Definitive)
TBR1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TBR1-related autism () | complex neurodevelopmental disorder (Definitive)
TBX20	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TBX20-related atrial septal defect () | congenital heart disease (Definitive) | dilated cardiomyopathy (Strong)
TBX22	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TBX22-related cleft palate () | cleft palate with or without ankyloglossia, X-linked (Definitive)
TBX3	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TBX3-related Ulnar-mammary syndrome () | ulnar-mammary syndrome (Definitive)
TBX4	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TBX4-related ischiocoxopodopatellar syndrome with or without pulmonary arterial hypertension () | TBX4-related posterior amelia with pelvic and pulmonary hypoplasia () | pulmonary arterial hypertension (Definitive)
TBX5	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Holt-Oram syndrome (Definitive) | Intellectual disability (confidence 1) | TBX5-related Holt-Oram syndrome ()
TBXAS1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TBXAS1-related ghosal hematodiaphyseal syndrome () | ghosal hematodiaphyseal dysplasia (Definitive)
TCEAL1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TCEAL1-related neurodevelopmental disorder ()
TCF12	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TCF12-related craniosynostosis (Definitive) | TCF12-related neurodevelopmental disorder with coronal craniosynostosis ()
TCF20	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TCF20-related developmental delay with variable intellectual impairment and behavioural abnormalities () | developmental delay with variable intellectual impairment and behavioral abnormalities (Definitive)
TCF4	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Pitt-Hopkins syndrome (Definitive) | Severe microcephaly (confidence 1) | TCF4-related Pitt-Hopkins syndrome ()
TCF7L2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TCF7L2-related developmental disorder () | complex neurodevelopmental disorder (Definitive)
TCN2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TCN2-related transcobalamin II deficiency () | transcobalamin II deficiency (Definitive)
TCOF1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TCOF1-related Treacher Collins syndrome () | Treacher-Collins syndrome (Definitive)
TCTN1	1	2	PanelApp,gene2phenotype	yes	no	Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 1) | TCTN1-related Joubert syndrome and related disorders ()
TCTN2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | Joubert syndrome 24 (Definitive) | TCTN2-related Joubert syndrome and related disorders ()
TCTN3	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | TCTN3-related Mohr-Majewski syndrome () | ciliopathy (Definitive)
TDP2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TDP2-related spinocerebellar ataxia with seizures and developmental delay () | spinocerebellar ataxia, autosomal recessive 23 (Definitive)
TECPR2	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TECPR2-related hereditary spastic paraparesis ()
TEK	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TEK-related primary glaucoma (Definitive) | TEK-related venous malformations, multiple cutaneous and mucosal ()
TELO2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TELO2-related intellectual disability-neurodevelopmental disorder (Definitive) | TELO2-related syndromic intellectual disability disorder ()
TERC	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Childhood solid tumours (confidence 3) | TERC-related dyskeratosis congenita () | dyskeratosis congenita, autosomal dominant 1 (Definitive)
TERT	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Childhood solid tumours (confidence 3) | Childhood solid tumours cancer susceptibility (confidence 3) | Intellectual disability (confidence 2) | TERT-related dyskeratosis congenita (biallelic) () | TERT-related dyskeratosis congenita (monoallelic) () | dyskeratosis congenita, autosomal dominant 2 (Definitive)
TET3	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Beck-Fahrner syndrome (Definitive) | Beck-Fahrner syndrome (Limited) | Intellectual disability (confidence 3) | TET3-related DNA demethylation disorder ()
TFAP2B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TFAP2B-related Char syndrome () | TFAP2B-related congenital heart disease spectrum disorder (Definitive)
TFE3	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TFE3-related intellectual disability with pigmentary mosaicism and coarse features () | X-linked syndromic complex neurodevelopmental disorder (Definitive)
TFRC	1	2	ClinGen,gene2phenotype	yes	no	TFRC-related combined immunodeficiency () | TFRC-related combined immunodeficiency (Definitive)
TGDS	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Catel-Manzke syndrome (Definitive) | Intellectual disability (confidence 1) | TGDS-related Catel-Manzke syndrome ()
TGFB2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TGFB2-related Loeys-Dietz syndrome () | familial thoracic aortic aneurysm and aortic dissection (Definitive)
TGFBR1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | Loeys-Dietz syndrome (Definitive) | TGFBR1-related Loeys-Dietz syndrome () | multiple self-healing squamous epithelioma (Definitive)
TGFBR2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | Loeys-Dietz syndrome 2 (Definitive) | TGFBR2-related Loeys-Dietz syndrome ()
TGIF1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TGIF1-related holoprosencephaly ()
TH	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TH-related DOPA-responsive dystonia () | tyrosine hydroxylase deficiency (Definitive)
THOC2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | THOC2-related intellectual developmental disorder () | X-linked complex neurodevelopmental disorder (Definitive)
THOC6	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | THOC6-related Beaulieu-Boycott-Innes syndrome () | THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome (Definitive)
THRA	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | THRA-related hypothyroidism, congenital, nongoitrous ()
THUMPD1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | THUMPD1-related neurodevelopment disorder ()
TIMM50	1	2	ClinGen,PanelApp	yes	no	3-methylglutaconic aciduria type 9 (Definitive) | Intellectual disability (confidence 3)
TIMM8A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TIMM8A-related Mohr-Tranebjaerg syndrome () | deafness dystonia syndrome (Definitive)
TINF2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Childhood solid tumours (confidence 2) | Intellectual disability (confidence 1) | TINF2-related exudative retinopathy with bone marrow failure () | dyskeratosis congenita, autosomal dominant 3 (Definitive)
TK2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TK2-related mitochondrial DNA depletion syndrome, myopathic form () | mitochondrial disease (Definitive)
TLK2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TLK2-related intellectual developmental disorder () | complex neurodevelopmental disorder (Definitive)
TMCO1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TMCO1-related craniofacial dysmorphism, skeletal anomalies, and intellectual developmental disorder syndrome ()
TMEM106B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TMEM106B related hypomyelinating leukodystrophy () | leukodystrophy, hypomyelinating, 16 (Definitive)
TMEM126B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TMEM126B-related muscle weakness and isolated complex I deficiency () | mitochondrial disease (Definitive)
TMEM138	1	2	ClinGen,PanelApp	yes	no	Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | ciliopathy (Moderate)
TMEM147	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TMEM147-related developmental disorder ()
TMEM163	1	2	ClinGen,gene2phenotype	yes	no	TMEM163-related hypomyelinating leukodystrophy () | leukodystrophy, hypomyelinating, 25 (Moderate)
TMEM165	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TMEM165-congenital disorder of glycosylation (Moderate) | TMEM165-related congenital disorder of glycosylation ()
TMEM216	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | TMEM216-related Joubert syndrome () | ciliopathy (Definitive)
TMEM222	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TMEM222-related neurodevelopmental disorder with motor and speech delay and behavioural abnormalities ()
TMEM231	1	2	ClinGen,PanelApp	yes	no	Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 2) | ciliopathy (Definitive)
TMEM237	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | Joubert syndrome 14 (Definitive) | TMEM237-related Joubert syndrome ()
TMEM240	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TMEM240-related spinocerebellar ataxia and intellectual disability ()
TMEM63B	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TMEM63B-related developmental and epileptic encephalopathy with anemia ()
TMEM63C	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TMEM63C-related hereditary spastic paraplegia ()
TMEM67	1	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	yes	yes	Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | TMEM67-related COACH syndrome () | TMEM67-related nephronophthisis () | ciliopathy (Definitive) | tier 4
TMEM70	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TMEM70-related mitochondrial complex V (ATP synthase) deficiency, nuclear () | mitochondrial disease (Definitive)
TMEM94	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TMEM94-related neurodevelopmental delay, congenital heart defects, and distinct facial dysmorphism () | intellectual developmental disorder with cardiac defects and dysmorphic facies (Definitive)
TMPRSS6	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	IRIDA syndrome (Definitive) | Intellectual disability (confidence 1) | TMPRSS6-related iron-refractory iron deficiency anemia ()
TMTC3	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TMTC3-related cobblestone lissencephaly ()
TMX2	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | TMX2-related primary microcephaly, cortical malformation, and epileptic encephalopathy ()
TNFRSF13B	1	2	ClinGen,gene2phenotype	yes	no	TNFRSF13B-related immunodeficiency, common variable () | immunodeficiency, common variable, 2 (Definitive)
TNPO2	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | TNPO2-related intellectual disability ()
TNR	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 3) | neurodevelopmental disorder, nonprogressive, with spasticity and transient opisthotonus (Definitive)
TNRC6B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TNRC6B-related neurodevelopmental disorder () | complex neurodevelopmental disorder (Definitive)
TOE1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TOE1-related pontocerebellar hypoplasia ()
TOP3A	1	3	PanelApp,gene2phenotype,mitotic_panel	yes	yes	Fanconi anaemia or Bloom syndrome (confidence 3) | Severe microcephaly (confidence 3) | TOP3A-related Bloom syndrome like disorder () | tier 3
TOR1A	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TOR1A-related arthrogryposis multiplex congenita ()
TP53	1	2	ClinGen,PanelApp	yes	no	Childhood solid tumours (confidence 3) | Childhood solid tumours cancer susceptibility (confidence 3) | Familial rhabdomyosarcoma (confidence 3) | Li-Fraumeni syndrome (Definitive)
TP53RK	1	2	PanelApp,gene2phenotype	yes	no	Severe microcephaly (confidence 3) | TP53RK-related Galloway-Mowat syndrome ()
TP63	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TP63-related ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome () | TP63-related limb-mammary syndrome () | ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3 (Definitive)
TP73	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TP73-related ciliary dyskinesia and lissencephaly () | ciliary dyskinesia, primary, 47, and lissencephaly (Strong)
TPK1	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 1) | Leigh syndrome (Moderate)
TPM2	1	2	ClinGen,gene2phenotype	yes	no	TPM2-related arthrogryposis, distal () | TPM2-related myopathy (Definitive)
TPM3	1	2	ClinGen,gene2phenotype	yes	no	TPM3-related congenital myopathy () | TPM3-related myopathy (Definitive)
TPP1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TPP1-related neuronal ceroid lipofuscinosis () | neuronal ceroid lipofuscinosis (Definitive)
TPP2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TPP2-related immune deficiency, autoimmune disease and intellectual disability () | immunodeficiency 78 with autoimmunity and developmental delay (Definitive)
TRA2B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 2) | TRA2B-related neurodevelopmental syndrome () | syndromic complex neurodevelopmental disorder (Definitive)
TRAF7	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TRAF7-related developmental delay congenital anomalies and dysmorphic features () | syndromic complex neurodevelopmental disorder (Definitive)
TRAIP	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | TRAIP-related primordial dwarfism ()
TRAPPC10	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | Severe microcephaly (confidence 3) | TRAPPC10-related intellectual disability ()
TRAPPC11	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | TRAPPC11-related muscular dystrophy, limb-girdle () | autosomal recessive limb-girdle muscular dystrophy (Definitive)
TRAPPC12	1	3	PanelApp,gene2phenotype,mitotic_panel	yes	yes	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | TRAPPC12-related progressive childhood encephalopathy and Golgi dysfunction () | tier 4
TRAPPC4	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TRAPPC4-related neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy () | neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy (Definitive)
TRAPPC6B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | TRAPPC6B-related neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy () | neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy (Definitive)
TRAPPC9	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | TRAPPC9-related intellectual developmental disorder () | intellectual disability-obesity-brain malformations-facial dysmorphism syndrome (Definitive)
TREX1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TREX1-related Aicardi-Goutieres syndrome () | TREX1-related type 1 interferonopathy (Definitive) | retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations (Definitive)
TRIM32	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Bardet-Biedl syndrome 11 (Limited) | Cystic renal disease (confidence 1) | Intellectual disability (confidence 1) | TRIM32-related Bardet-Biedl syndrome () | TRIM32-related limb-girdle muscular dystrophy () | autosomal recessive limb-girdle muscular dystrophy (Definitive)
TRIM37	1	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	yes	yes	Childhood solid tumours (confidence 3) | Childhood solid tumours cancer susceptibility (confidence 2) | Intellectual disability (confidence 1) | TRIM37-related mulibrey nanism () | mulibrey nanism (Definitive) | tier 4
TRIM8	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TRIM8-related neurodevelopmental disorder () | focal segmental glomerulosclerosis and neurodevelopmental syndrome (Definitive)
TRIO	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | TRIO-related intellectual disability () | syndromic intellectual disability (Definitive)
TRIP11	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TRIP11-related achondrogenesis () | TRIP11-related skeletal dysplasia (Definitive)
TRIP12	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TRIP12-related intellectual disability with or without autism spectrum disorder () | complex neurodevelopmental disorder (Definitive)
TRIP13	1	3	PanelApp,gene2phenotype,mitotic_panel	yes	yes	Childhood solid tumours (confidence 3) | Childhood solid tumours cancer susceptibility (confidence 3) | Intellectual disability (confidence 1) | Severe microcephaly (confidence 2) | TRIP13-related mosaic variegated aneuploidy and Wilms tumour () | tier 1
TRIT1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TRIT1-related tRNA isopentenyltransferase deficiency () | mitochondrial disease (Definitive)
TRMT1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 1) | TRMT1-related intellectual developmental disorder () | complex neurodevelopmental disorder (Definitive)
TRMT10A	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | TRMT10A-related intellectual developmental disorder ()
TRMT10C	1	2	ClinGen,gene2phenotype	yes	no	TRMT10C-related mitochondrial RNA processing and multiple respiratory chain deficiencies () | mitochondrial disease (Moderate)
TRMT5	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 3) | mitochondrial disease (Definitive)
TRNT1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TRNT1-related retinitis pigmentosa and erythrocytic microcytosis () | congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome (Definitive)
TRPM1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TRPM1-related night blindness, congenital stationary () | TRPM1-related retinopathy (Definitive)
TRPM3	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TRPM3-related developmental disorder () | cataract 50 with or without glaucoma (Moderate) | syndromic complex neurodevelopmental disorder (Definitive)
TRPV4	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TRPV4-related bone disorder (Definitive) | TRPV4-related metatropic dysplasia () | TRPV4-related spondylometaphyseal dysplasia, Kozlowski type () | neuromuscular disease (Definitive)
TRRAP	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TRRAP-related autism and syndromic intellectual disability () | complex neurodevelopmental disorder with or without congenital anomalies (Definitive)
TSC1	1	2	PanelApp,gene2phenotype	yes	no	Childhood solid tumours (confidence 3) | Childhood solid tumours cancer susceptibility (confidence 3) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | TSC1-related tuberous sclerosis ()
TSC2	1	2	PanelApp,gene2phenotype	yes	no	Childhood solid tumours (confidence 3) | Childhood solid tumours cancer susceptibility (confidence 3) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | TSC2-related tuberous sclerosis ()
TSEN15	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | Severe microcephaly (confidence 3) | TSEN15-related pontocerebellar hypoplasia and progressive microcephaly ()
TSEN2	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TSEN2-related pontocerebellar hypoplasia ()
TSEN34	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TSEN34-related pontocerebellar hypoplasia ()
TSEN54	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | TSEN54-related pontocerebellar hypoplasia ()
TSFM	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 3) | Leigh syndrome (Moderate) | mitochondrial disease (Definitive)
TSHB	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TSHB-related hypothryoidism, congenital, nongoitrous ()
TSPAN7	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | TSPAN7-related intellectual developmental disorder () | non-syndromic X-linked intellectual disability (Moderate)
TTC12	1	2	ClinGen,gene2phenotype	yes	no	TTC12-related primary ciliary dyskinesia () | ciliary dyskinesia, primary, 45 (Definitive)
TTC19	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Leigh syndrome (Definitive) | TTC19-related mitochondrial complex III deficiency () | mitochondrial disease (Definitive)
TTC21B	1	2	ClinGen,PanelApp	yes	no	Cystic renal disease (confidence 3) | nephronophthisis 12 (Definitive)
TTC5	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | TTC5-related neurodevelopmental disorder ()
TTC7A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TTC7A-related intestinal atresia, inflammatory bowel disease and immunodeficiency () | multiple intestinal atresia (Definitive)
TTC8	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | TTC8-related Bardet-Biedl syndrome () | TTC8-related ciliopathy (Definitive) | TTC8-related retinitis pigmentosa ()
TTI1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | TTI1-related microcephaly, intellectual disability and ataxia ()
TTI2	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TTI2-related intellectual developmental disorder ()
TTN	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TTN-related myopathy (Definitive) | TTN-related myopathy, dominant-negative TTNsv (Moderate) | TTN-related titinopathy with arthrogryposis and/or myopathy () | arrhythmogenic right ventricular cardiomyopathy (Disputed) | dilated cardiomyopathy 1G (Definitive)
TTR	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 1) | obsolete hereditary ATTR amyloidosis (Definitive)
TUBA1A	1	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	yes	yes	Intellectual disability (confidence 3) | TUBA1A-related tubulinopathy () | tier 3 | tubulinopathy (Definitive)
TUBB	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TUBB-related developmental disorder with cleft palate, cranial malformations and circumferential skin creases (Kunze type) ()
TUBB2A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TUBB2A-related cortical dysplasia, complex, with other brain malformations () | tubulinopathy (Definitive)
TUBB2B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TUBB2B-related polymicrogyria asymmetric () | complex cortical dysplasia with other brain malformations (Definitive)
