symbol	tier	n_sources	sources	has_strong_assertion	in_mitotic_panel	assertions
TUBB3	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TUBB3-related cortical dysplasia, complex, with other brain malformations () | TUBB3-related tubulinopathy (Definitive)
TUBB4A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TUBB4A-related hypomyelination with atrophy of the basal ganglia and cerebellum () | TUBB4A-related neurologic disorder (Definitive)
TUBG1	1	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	yes	yes	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | TUBG1-related posteriorly predominant pachygyria and severe microcephaly () | lissencephaly spectrum disorders (Definitive) | tier 3
TUBGCP2	1	3	PanelApp,gene2phenotype,mitotic_panel	yes	yes	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | TUBGCP2-related microcephaly and lissencephaly spectrum disorders () | tier 3
TUBGCP4	1	3	PanelApp,gene2phenotype,mitotic_panel	yes	yes	Intellectual disability (confidence 2) | Severe microcephaly (confidence 3) | TUBGCP4-related microcephaly with chorioretinopathy () | tier 3
TUBGCP6	1	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	yes	yes	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | TUBGCP6-related microcephaly with chorioretinopathy with or without developmental delay () | microcephaly and chorioretinopathy 1 (Definitive) | tier 3
TUFM	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TUFM-related combined oxidative phosphorylation deficiency () | mitochondrial disease (Moderate)
TULP3	1	2	ClinGen,PanelApp	yes	no	Cystic renal disease (confidence 3) | ciliopathy (Strong)
TUSC3	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | TUSC3-related intellectual developmental disorder () | intellectual disability (Definitive)
TWIST1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Saethre-Chotzen syndrome (Definitive) | Sweeney-Cox syndrome (Limited) | TWIST1-related Saethre-Chotzen syndrome () | TWIST1-related craniosynostosis (Moderate)
TXNDC15	1	2	ClinGen,PanelApp	yes	no	Cystic renal disease (confidence 3) | ciliopathy (Strong)
TXNL4A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TXNL4A-related Burn Mckeown syndrome () | choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome (Definitive)
TYR	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | TYR-related oculocutaneous albinism () | oculocutaneous albinism type 1 (Definitive)
U2AF2	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | U2AF2-related neurodevelopmental disorder ()
UBA2	1	2	ClinGen,gene2phenotype	yes	no	ACCES syndrome (Definitive) | UBA2-related congenital anomalies with or without aplasia cutis congenita and ectrodactyly and variable developmental delay ()
UBA5	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | UBA5-related severe infantile-onset encephalopathy () | genetic developmental and epileptic encephalopathy (Definitive)
UBAP2L	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | UBAP2L-related neurodevelopmental disorder ()
UBE2A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | UBE2A-related syndromic intellectual developmental disorder () | syndromic X-linked intellectual disability Nascimento type (Definitive)
UBE2T	1	2	PanelApp,gene2phenotype	yes	no	Fanconi anaemia or Bloom syndrome (confidence 3) | UBE2T-related Fanconi anemia ()
UBE3A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Angelman syndrome (Definitive) | Intellectual disability (confidence 3) | Severe microcephaly (confidence 2) | UBE3A-related Angelman syndrome ()
UBE3B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | UBE3B-related blepharophimosis-intellectual developmental disorder () | oculocerebrofacial syndrome, Kaufman type (Definitive)
UBE4A	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | UBE4A-related neurodevelopmental disorder ()
UBR1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Johanson-Blizzard syndrome (Definitive) | UBR1-related Johanson-Blizzard syndrome ()
UBR5	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | UBR5-related neurodevelopmental disorder ()
UBR7	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | UBR7-related intellectual developmental disorder ()
UBTF	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | UBTF-related childhood-onset neurodegeneration () | childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder (Definitive)
UFC1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | Severe microcephaly (confidence 3) | UFC1-related severe early-onset encephalopathy with progressive microcephaly ()
UFM1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | UFM1-related severe early-onset encephalopathy with progressive microcephaly () | leukodystrophy, hypomyelinating, 14 (Definitive)
UFSP2	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | UFSP2-related developmental delay and epilepsy ()
UGDH	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 3) | congenital heart disease (Disputed)
UGGT1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 2) | UGGT1-related congenital disorder of glycosylation with neurodevelopmental impairment ()
UGP2	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | UGP2-related epileptic encephalopathy ()
UMOD	1	2	ClinGen,PanelApp	yes	no	Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | autosomal dominant medullary cystic kidney disease with or without hyperuricemia (Definitive)
UMPS	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | UMPS-related orotic aciduria ()
UNC13A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | UNC13A-related congenital epileptic encephalopathy and severe neuromuscular disorder () | UNC13A-related neurodevelopmental disorder with ataxia and tremor or dyskinetic movements () | neurodevelopmental disorder with hypotonia, epilepsy, and absent speech (Definitive) | neurodevelopmental disorder with speech delay, movement abnormalities, and seizures (De
UNC80	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | UNC80-related persistent hypotonia, encephalopathy, growth retardation, and severe intellectual disability () | hypotonia, infantile, with psychomotor retardation and characteristic facies 2 (Definitive)
UPF1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | UPF1-related developmental disorder ()
UPF3B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | UPF3B-related syndromic intellectual developmental disorder () | X-linked complex neurodevelopmental disorder (Definitive)
UQCRFS1	1	2	ClinGen,gene2phenotype	yes	no	UQCRFS1-related mitochondrial complex III deficiency, cardiomyopathy, and alopecia totalis () | mitochondrial disease (Moderate)
UROC1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | UROC1-related urocanase deficiency () | urocanic aciduria (Limited)
UROS	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | UROS-related congenital erythropoietic porphyria () | cutaneous porphyria (Definitive)
USP27X	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | USP27X-related intellectual disability () | X-linked complex neurodevelopmental disorder (Moderate)
USP7	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Hao-Fountain syndrome (Definitive) | Intellectual disability (confidence 3) | USP7-related developmental disorder ()
USP9X	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | USP9X-related intellectual developmental disorder (hemizygous) () | USP9X-related intellectual developmental disorder (heterozygous) () | X-linked syndromic intellectual disability (Definitive)
VAMP2	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | VAMP2-related intellectual disability ()
VARS2	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 3) | mitochondrial disease (Definitive)
VCP	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | VCP-related neurodevelopmental disorder () | inclusion body myopathy with Paget disease of bone and frontotemporal dementia (Definitive)
VHL	1	2	ClinGen,PanelApp	yes	no	Additional findings health related - children (confidence 3) | Childhood solid tumours (confidence 3) | Childhood solid tumours cancer susceptibility (confidence 3) | Cystic renal disease (confidence 3) | von Hippel-Lindau disease (Definitive)
VIPAS39	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | Nephrocalcinosis or nephrolithiasis (confidence 3) | VIPAS39-related arthrogryposis, renal dysfunction, and cholestasis () | arthrogryposis, renal dysfunction, and cholestasis 2 (Definitive)
VLDLR	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | VLDLR-related cerebellar ataxia, intellectual developmental disorder, and dysequilibrium syndrome () | cerebellar ataxia, intellectual disability, and dysequilibrium syndrome 1 (Definitive)
VMA22	1	2	ClinGen,PanelApp	yes	no	CCDC115-CDG (Moderate) | Intellectual disability (confidence 1)
VPS11	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 3) | VPS11-related neurological disorder (Definitive)
VPS13B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Cohen syndrome (Definitive) | Intellectual disability (confidence 3) | VPS13B-related Cohen syndrome ()
VPS33A	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 3) | mucopolysaccharidosis-plus syndrome (Definitive)
VPS33B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | Nephrocalcinosis or nephrolithiasis (confidence 3) | VPS33B-related arthrogryposis, renal dysfunction, and cholestasis () | arthrogryposis, renal dysfunction, and cholestasis 1 (Definitive)
VPS35	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 1) | Parkinson disease (Definitive)
VPS4A	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | VPS4A-related CIMDAG Syndrome (biallelic) () | VPS4A-related CIMDAG Syndrome (monoallelic) ()
VPS53	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | VPS53-related progressive cerebello-cerebral atrophy ()
VRK1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | VRK1-related pontocerebellar hypoplasia ()
WAC	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	DeSanto-Shinawi syndrome (Definitive) | Intellectual disability (confidence 3) | WAC-related Desanto-Shinawi syndrome ()
WARS2	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 3) | mitochondrial disease (Definitive)
WASF1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | WASF1-related intellectual disability with seizures () | WASF1-related neurodevelopmental disorder ()
WASHC5	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | Ritscher-Schinzel syndrome 1 (Limited) | WASHC5-related intellectual disability, congenital cardiac malformation, and Dandy-Walker malformation () | hereditary spastic paraplegia 8 (Moderate)
WBP4	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | WBP4-related neurodevelopmental disorder with hypotonia, feeding difficulties, facial dysmorphism, and brain abnormalities ()
WDFY3	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 1) | WDFY3-related primary microcephaly or macrocephaly with developmental delay () | syndromic intellectual disability (Definitive)
WDPCP	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | WDPCP-related Bardet-Biedl syndrome () | ciliopathy (Definitive)
WDR11	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | Severe microcephaly (confidence 3) | WDR11-related intellectual disability and microcephaly ()
WDR19	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Cystic renal disease (confidence 3) | Intellectual disability (confidence 1) | WDR19-related cranioectodermal dysplasia () | WDR19-related short-rib thoracic dysplasia with or without polydactyly () | ciliopathy (Definitive)
WDR26	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Skraban-Deardorff syndrome (Definitive) | WDR26-related intellectual disability, seizures, abnormal gait, and distinctive facial features ()
WDR35	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Cystic renal disease (confidence 3) | Intellectual disability (confidence 1) | WDR35-related cranioectodermal dysplasia () | cranioectodermal dysplasia 2 (Definitive) | short-rib thoracic dysplasia 7 with or without polydactyly (Definitive)
WDR37	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | WDR37-related syndromic intellectual disability () | neurooculocardiogenitourinary syndrome (Definitive)
WDR4	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | WDR4-related Galloway-Mowat syndrome ()
WDR45	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | WDR45-related neurodegeneration with brain iron accumulation () | X-linked complex neurodevelopmental disorder (Definitive)
WDR45B	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | WDR45B-related intellectual developmental disorder ()
WDR5	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | WDR5-related neurodevelopmental disorder () | congenital heart disease (Limited)
WDR62	1	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	yes	yes	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | WDR62-related microcephaly, cortical malformations, and intellectual developmental disorder () | microcephaly 2, primary, autosomal recessive, with or without cortical malformations (Definitive) | tier 4
WDR72	1	2	ClinGen,PanelApp	yes	no	Nephrocalcinosis or nephrolithiasis (confidence 3) | amelogenesis imperfecta (Definitive)
WDR73	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | Severe microcephaly (confidence 3) | WDR73-related Galloway-Mowat Syndrome: microcephaly and steroid-resistant nephrotic syndrome ()
WDR81	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | WDR81-related cerebellar ataxia, intellectual developmental disorder, and dysequilibrium syndrome ()
WDR83OS	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | WDR83OS-related neurodevelopmental disorder with hypercholanemia ()
WFS1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | WFS1-related Wolfram syndrome (biallelic) () | WFS1-related Wolfram-like syndrome (monoallelic) () | Wolfram syndrome (Definitive) | Wolfram-like syndrome (Definitive) | nonsyndromic genetic hearing loss (Definitive)
WIPI2	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | WIPI2-related neurodevelopmental disorder with white matter loss and hypoplasia of vermis and corpus callosum ()
WNK3	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | WNK3-related neurodevelopmental disorder ()
WNT1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | WNT1-related osteogenesis imperfecta ()
WNT5A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | WNT5A-related Robinow syndrome () | autosomal dominant Robinow syndrome (Moderate)
